Token	Corpus	Text	Line_Number	Genre	Type	Whole_Genitive	Possessor	Possessor_Head	Possessor_NP_Type	Final_Sibilant	Possessor_Animacy5	Possessor_Animacy3	Possessor_Animacy2	Possessor_Givenness	Possessum	Possessum_Head	Possessum_Animacy2	Semantic_Relation	Prototypical_Semantics	Preceding_s_genitive	Possessor_Thematicity	Possessor_Length	Possessum_Length	Type_Token_Ratio	Time
bk10.0043.03	Brown	K10	43	General Fiction	of	the touch of his mother's hand	his mother's hand	hand	common	N	inanimate	inanimate	inanimate	given	the touch	touch	inanimate	OTH	N	N	-2.698970004	3	2	76	1960
bk10.0043.05	Brown	K10	43	General Fiction	s	his mother's hand	his mother's	mother	common	N	animate	animate	animate	given	hand	hand	inanimate	BOD	Y	N	-3	2	1	76	1960
bk10.0043.06	Brown	K10	43	General Fiction	of	the lilt of Charles's voice	Charles's voice	voice	common	Y	inanimate	inanimate	inanimate	given	the lilt	lilt	inanimate	OTH	N	Y	-3	2	2	76	1960
bk10.0043.07	Brown	K10	43	General Fiction	s	Charles's voice	Charles's	Charles	proper	Y	animate	animate	animate	given	voice	voice	inanimate	OTH	N	N	-2.823908741	1	1	76	1960
bk10.0043.09	Brown	K10	43	General Fiction	s	his father's bass tones	his father's	father	common	N	animate	animate	animate	given	bass tones	tones	inanimate	OTH	N	Y	-3	2	2	76	1960
bk10.0049.02	Brown	K10	49	General Fiction	of	"the holes of his shoes , his only ones , now patched with folded parchment"	"his shoes, his only ones, now patched with folded parchment"	shoe	common	N	inanimate	inanimate	inanimate	given	the holes	holes	inanimate	OTH	N	Y	-3.301029996	8	2	82	1960
bk10.0082.01	Brown	K10	82	General Fiction	s	John's reply	John's	John	proper	N	animate	animate	animate	given	reply	reply	inanimate	OTH	N	N	-1.869666232	1	1	78	1960
bk10.0082.02	Brown	K10	82	General Fiction	of	the concern of the Church!	the Church	Church	common	Y	collective	collective	inanimate	given	the concern	concern	inanimate	OTH	N	Y	-2.301029996	2	2	78	1960
bk10.0086.01	Brown	K10	86	General Fiction	s	Monsieur Favre's threat	Monsieur Favre's	Monsieur Favre	proper	N	animate	animate	animate	given	threat	threat	inanimate	OTH	N	N	-2.602059991	2	1	78	1960
bk10.0087.01	Brown	K10	87	General Fiction	of	The slow tapping of a cane	a cane	cane	common	N	inanimate	inanimate	inanimate	new	The slow tapping	tapping	inanimate	OTH	N	Y	-3.301029996	2	3	79	1960
bk10.0098.01	Brown	K10	98	General Fiction	s	Eli's hand	Eli's	Eli	proper	N	animate	animate	animate	given	hand	hand	inanimate	BOD	Y	N	-2.823908741	1	1	75	1960
bk10.0109.01	Brown	K10	109	General Fiction	of	the person of Christ	Christ	Christ	proper	N	animate	animate	animate	given	the person	person	inanimate	OTH	N	Y	-2.602059991	1	2	69	1960
bk10.0110.01	Brown	K10	110	General Fiction	of	the eternal Son of God	God	God	proper	N	animate	animate	animate	given	the eternal Son	Son	animate	KIN	Y	N	-2.259637311	1	3	69	1960
bk10.0119.01	Brown	K10	119	General Fiction	of	the word of God	God	God	proper	N	animate	animate	animate	given	the word	word	inanimate	OTH	N	N	-2.259637311	1	2	76	1960
bk10.0122.01	Brown	K10	122	General Fiction	of	the demands of Bern	Bern	Bern	proper	N	collective	collective	inanimate	given	the demands	demands	inanimate	OTH	N	N	-2.602059991	1	2	78	1960
bk10.0123.01	Brown	K10	123	General Fiction	s	Eli's flowing white locks and rugged features	Eli's	Eli	proper	N	animate	animate	animate	given	flowing white locks and rugged features	features	inanimate	BOD	Y	N	-2.823908741	1	6	77	1960
bk10.0131.01	Brown	K10	131	General Fiction	of	the outskirts of the rabble	the rabble	rabble	common	N	collective	collective	inanimate	given	the outskirts	outskirts	inanimate	OTH	N	Y	-3.301029996	2	2	77.31958763	1960
bk10.0132.01	Brown	K10	132	General Fiction	of	the demands of Bern	Bern	Bern	proper	N	collective	collective	inanimate	given	the demands	demands	inanimate	OTH	N	N	-2.602059991	1	2	81.25	1960
bk10.0138.01	Brown	K10	138	General Fiction	of	the demands of Bern	Bern	Bern	proper	N	collective	collective	inanimate	given	the demands	demands	inanimate	OTH	N	N	-2.602059991	1	2	82.08955224	1960
bk10.0142.01	Brown	K10	142	General Fiction	of	the side of his head	his head	head	common	N	inanimate	inanimate	inanimate	given	the side	side	inanimate	OTH	N	N	-3	2	2	83.33333333	1960
bk11.0004.02	Brown	K11	4	General Fiction	of	the ritual of stall vendors	stall vendors	vendor	common	N	animate	animate	animate	new	the ritual	ritual	inanimate	OTH	N	N	-3.301029996	2	2	74	1960
bk11.0017.02	Brown	K11	17	General Fiction	of	"the torpid , befogged loneliness of this land"	this land	land	common	N	inanimate	inanimate	inanimate	given	"the torpid , befogged loneliness"	loneliness	inanimate	OTH	N	N	-3.301029996	2	5	75	1960
bk11.0020.01	Brown	K11	20	General Fiction	of	the freezing loblolly of the street	the street	street	common	N	inanimate	inanimate	inanimate	given	the freezing loblolly	loblolly	inanimate	OTH	N	N	-2.397940009	2	3	75	1960
bk11.0022.01	Brown	K11	22	General Fiction	of	The chimney of the hut across from him	the hut across from him	hut	common	N	inanimate	inanimate	inanimate	given	The chimney	chimney	inanimate	PART	Y	N	-2.22184875	5	2	73	1960
bk11.0024.01	Brown	K11	24	General Fiction	of	the sopping canvas of the roof	the roof	roof	common	N	inanimate	inanimate	inanimate	given	the sopping canvas	canvas	inanimate	PART	Y	N	-3	2	3	75	1960
bk11.0032.01	Brown	K11	32	General Fiction	of	the face of that vile creature	that vile creature	creature	common	N	animate	animate	animate	given	the face	face	inanimate	BOD	Y	N	-3.301029996	3	2	72	1960
bk11.0040.01	Brown	K11	40	General Fiction	of	the gray light of afternoon	afternoon	afternoon	common	N	time	inanimate	inanimate	new	the gray light	light	inanimate	OTH	N	N	-3.301029996	1	3	62	1960
bk11.0040.04	Brown	K11	40	General Fiction	of	the fumes of whisky	whisky	whisky	common	N	inanimate	inanimate	inanimate	new	the fumes	fumes	inanimate	OTH	N	N	-3	1	2	62	1960
bk11.0041.01	Brown	K11	41	General Fiction	of	the door of the hut	the hut	hut	common	N	inanimate	inanimate	inanimate	given	the door	door	inanimate	PART	Y	N	-2.22184875	2	2	65	1960
bk11.0042.01	Brown	K11	42	General Fiction	of	the figure of a man in a poncho	a man in a poncho	man	common	N	animate	animate	animate	new	the figure	figure	inanimate	OTH	N	N	-2.397940009	5	2	64	1960
bk11.0043.01	Brown	K11	43	General Fiction	of	the campmate of Simms Purdew	Simms Purdew	Simms Purdew	proper	N	animate	animate	animate	given	the campmate	campmate	animate	OTH	N	N	-2.22184875	2	2	67	1960
bk11.0047.02	Brown	K11	47	General Fiction	of	the hardtack-box door of the hut	the hut	hut	common	N	inanimate	inanimate	inanimate	given	the hardtack-box door	door	inanimate	PART	Y	N	-2.22184875	2	3	74	1960
bk11.0052.01	Brown	K11	52	General Fiction	of	"the emptiness of the street , and his spirit"	"the street, and his spirit"	street	common	N	inanimate	inanimate	inanimate	given	the emptiness	emptiness	inanimate	OTH	N	N	-2.397940009	5	2	66	1960
bk11.0058.01	Brown	K11	58	General Fiction	of	the tip of the nose	the nose	nose	common	Y	inanimate	inanimate	inanimate	given	the tip	tip	inanimate	OTH	N	N	-2.346787486	2	2	69	1960
bk11.0065.01	Brown	K11	65	General Fiction	of	the edge of camp	camp	camp	common	N	inanimate	inanimate	inanimate	new	the edge	edge	inanimate	OTH	N	N	-3	1	2	69.76744186	1960
bk11.0086.02	Brown	K11	86	General Fiction	of	the fly of the tent	the tent	tent	common	N	inanimate	inanimate	inanimate	given	the fly	fly	inanimate	OTH	N	N	-2.455931956	2	2	74	1960
bk11.0087.01	Brown	K11	87	General Fiction	of	the hands of Jed Hawksworth	Jed Hawksworth	Jed Hawksworth	proper	N	animate	animate	animate	given	the hands	hands	inanimate	BOD	Y	N	-3.301029996	2	2	75	1960
bk11.0107.01	Brown	K11	107	General Fiction	of	the edge of a cornfield	a cornfield	cornfield	common	N	place	inanimate	inanimate	new	the edge	edge	inanimate	PART	Y	N	-3.301029996	2	2	70	1960
bk11.0109.01	Brown	K11	109	General Fiction	of	the sweetness of pity	pity	pity	common	N	inanimate	inanimate	inanimate	new	the sweetness	sweetness	inanimate	OTH	N	N	-3	1	2	72	1960
bk11.0115.01	Brown	K11	115	General Fiction	of	the glitter of the great chandelier	the great chandelier	chandelier	common	N	inanimate	inanimate	inanimate	given	the glitter	glitter	inanimate	OTH	N	N	-3.301029996	3	2	75	1960
bk12.0003.01	Brown	K12	3	General Fiction	s	the sun's departing warmth	the sun's	sun	common	N	inanimate	inanimate	inanimate	given	departing warmth	warmth	inanimate	OTH	N	N	-3.301029996	2	2	82	1960
bk12.0012.02	Brown	K12	12	General Fiction	of	the scent of tropical blossoms	tropical blossoms	blossoms	common	Y	inanimate	inanimate	inanimate	new	the scent	scent	inanimate	OTH	N	Y	-3.301029996	2	2	81	1960
bk12.0013.02	Brown	K12	13	General Fiction	s	life's experiences	life's	life	common	N	inanimate	inanimate	inanimate	new	experiences	experiences	inanimate	OTH	N	N	-3	1	1	80	1960
bk12.0014.02	Brown	K12	14	General Fiction	s	deceit's sharp point	deceit's	deceit	common	N	inanimate	inanimate	inanimate	new	sharp point	point	inanimate	OTH	N	Y	-3.301029996	1	2	79	1960
bk12.0016.02	Brown	K12	16	General Fiction	s	her husband's drugged body	her husband's	husband	common	N	animate	animate	animate	given	drugged body	body	inanimate	BOD	Y	Y	-3	2	2	81	1960
bk12.0016.04	Brown	K12	16	General Fiction	of	"the grandeur of his fictional world , that lush garden from which he plucked flowers and herbs"	"his fictional world, that lush garden from which he plucked flowers and herbs"	world	common	Y	inanimate	inanimate	inanimate	given	the grandeur	grandeur	inanimate	OTH	N	Y	-3	8	2	81	1960
bk12.0028.01	Brown	K12	28	General Fiction	s	man's contrived impurities	man's	man	common	N	animate	animate	animate	new	contrived impurities	impurities	inanimate	OTH	N	N	-2.301029996	1	2	80	1960
bk12.0028.02	Brown	K12	28	General Fiction	of	the worst days of the summer past	the summer past	past	common	N	inanimate	inanimate	inanimate	given	the worst days	days	inanimate	PART	Y	Y	-3.301029996	3	3	80	1960
bk12.0039.03	Brown	K12	39	General Fiction	s	Eliot Sparling's neutralized minorities	Eliot Sparling's	Eliot Sparling	proper	N	animate	animate	animate	given	neutralized minorities	minorities	animate	OTH	N	N	-3.301029996	2	2	80	1960
bk12.0039.04	Brown	K12	39	General Fiction	of	the rolling R's and constricted vowels of Los Angeles	Los Angeles	Los Angeles	proper	Y	place	inanimate	inanimate	given	the rolling R's and constricted vowels	vowel	inanimate	OTH	N	Y	-3.301029996	2	6	80	1960
bk12.0059.01	Brown	K12	59	General Fiction	of	the glassy look of an invalid	an invalid	invalid	common	N	animate	animate	animate	new	the glassy look	look	inanimate	OTH	N	N	-3.301029996	2	3	89.0625	1960
bk12.0070.01	Brown	K12	70	General Fiction	s	The previous night's horror	The previous night's	night	common	N	time	inanimate	inanimate	given	horror	horror	inanimate	OTH	N	N	-2.602059991	3	1	79	1960
bk12.0070.02	Brown	K12	70	General Fiction	of	the intrusions of the press	the press	press	common	Y	collective	collective	inanimate	given	the intrusions	intrusions	inanimate	OTH	N	Y	-2.698970004	2	2	79	1960
bk12.0071.02	Brown	K12	71	General Fiction	s	the day's shopping	the day's	day	common	N	time	inanimate	inanimate	given	shopping	shopping	inanimate	OTH	N	N	-2.259637311	2	1	76	1960
bk12.0071.03	Brown	K12	71	General Fiction	s	Fritzie's commitments at the network	Fritzie's	Fritzie	proper	N	animate	animate	animate	given	commitments at the network	commitment	inanimate	OTH	N	Y	-2.455931956	1	4	76	1960
bk12.0081.02	Brown	K12	81	General Fiction	s	Rheinholdt's conference	Rheinholdt's	Rheinholdt	proper	N	animate	animate	animate	given	conference	conference	inanimate	OTH	N	Y	-3	1	1	79	1960
bk12.0082.01	Brown	K12	82	General Fiction	of	the caravan of the previous night	the previous night	night	common	N	time	inanimate	inanimate	given	the caravan	caravan	inanimate	OTH	N	Y	-2.602059991	3	2	76	1960
bk12.0091.01	Brown	K12	91	General Fiction	of	The master of the house	the house	house	common	Y	collective	collective	inanimate	given	The master	master	animate	OTH	N	N	-2.455931956	2	2	76	1960
bk12.0092.01	Brown	K12	92	General Fiction	s	the detective's errand	the detective's	detective	common	N	animate	animate	animate	given	errand	errand	inanimate	OTH	N	N	-2.602059991	2	1	77	1960
bk12.0107.02	Brown	K12	107	General Fiction	of	the south side of the Andrus home	the Andrus home	home	common	N	inanimate	inanimate	inanimate	given	the south side	side	inanimate	OTH	N	Y	-3.301029996	3	3	84	1960
bk12.0119.01	Brown	K12	119	General Fiction	s	Hausman's fox terrier	Hausman's	Hausman	proper	N	animate	animate	animate	given	fox terrier	terrier	animate	OWN	Y	N	-3	1	2	73	1960
bk13.0011.01	Brown	K13	11	General Fiction	of	the front of the apartment	the apartment	apartment	common	N	inanimate	inanimate	inanimate	given	the front	front	inanimate	PART	Y	N	-2.346787486	2	2	72	1960
bk13.0011.02	Brown	K13	11	General Fiction	of	the closed door of the study	the study	study	common	N	inanimate	inanimate	inanimate	given	the closed door	door	inanimate	PART	Y	N	-2.823908741	2	3	72	1960
bk13.0024.01	Brown	K13	24	General Fiction	s	a tired horse's plodding step	a tired horse's	horse	common	Y	animate	animate	animate	new	plodding step	step	inanimate	OTH	N	N	-3.301029996	3	2	77	1960
bk13.0033.01	Brown	K13	33	General Fiction	of	The first shrill ring of the telephone	the telephone	telephone	common	N	inanimate	inanimate	inanimate	given	The first shrill ring	ring	inanimate	OTH	N	Y	-2.698970004	2	4	66	1960
bk13.0035.02	Brown	K13	35	General Fiction	of	the sash of his dressing gown	his dressing gown	gown	common	N	inanimate	inanimate	inanimate	given	the sash	sash	inanimate	OTH	N	N	-3	3	2	71	1960
bk13.0037.02	Brown	K13	37	General Fiction	of	the whole length of the apartment	the apartment	apartment	common	N	inanimate	inanimate	inanimate	given	the whole length	length	inanimate	OTH	N	N	-2.346787486	2	3	74	1960
bk13.0049.02	Brown	K13	49	General Fiction	s	Alix's grandfather	Alix's	Alix	proper	Y	animate	animate	animate	given	grandfather	grandfather	animate	KIN	Y	N	-2.823908741	1	1	75	1960
bk13.0053.02	Brown	K13	53	General Fiction	of	the photograph of a dead person	a dead person	person	common	N	animate	animate	animate	new	the photograph	photograph	inanimate	OTH	N	Y	-3	3	2	70	1960
bk13.0057.01	Brown	K13	57	General Fiction	of	the style of Lancret and Boucher	Lancret and Boucher	Lancret and Boucher	proper	N	animate	animate	animate	given	the style	style	inanimate	OTH	N	N	-3.301029996	3	2	74	1960
bk13.0060.01	Brown	K13	60	General Fiction	of	the only window of the apartment	the apartment	apartment	common	N	inanimate	inanimate	inanimate	given	the only window	window	inanimate	PART	Y	N	-2.346787486	2	3	74	1960
bk13.0065.01	Brown	K13	65	General Fiction	s	Eugene's passion	Eugene's	Eugene	proper	N	animate	animate	animate	given	passion	passion	inanimate	OTH	N	N	-2.045757491	1	1	78	1960
bk13.0067.01	Brown	K13	67	General Fiction	of	the doors of the bookcase	the bookcase	bookcase	common	Y	inanimate	inanimate	inanimate	given	the doors	doors	inanimate	PART	Y	Y	-3	2	2	80	1960
bk13.0081.01	Brown	K13	81	General Fiction	of	the treasures of Europe	Europe	Europe	proper	N	place	inanimate	inanimate	given	the treasures	treasures	inanimate	OTH	N	N	-3.301029996	1	2	77	1960
bk13.0086.01	Brown	K13	86	General Fiction	of	"the intersection of two broad , busy , unpicturesque streets"	"two broad, busy, unpicturesque streets"	street	common	Y	inanimate	inanimate	inanimate	new	the intersection	intersection	inanimate	OTH	N	N	-3	5	2	68	1960
bk13.0087.01	Brown	K13	87	General Fiction	of	the end of the afternoon	the afternoon	afternoon	common	N	time	inanimate	inanimate	given	the end	end	inanimate	PART	Y	N	-3.301029996	2	2	71	1960
bk13.0101.01	Brown	K13	101	General Fiction	s	the Irelands' apartment in the East Eighties	the Irelands'	Irelands	proper	Y	animate	animate	animate	given	apartment in the East Eighties	apartment	inanimate	OWN	Y	N	-3.301029996	2	5	70	1960
bk13.0103.01	Brown	K13	103	General Fiction	s	Eugene's bathroom	Eugene's	Eugene	proper	N	animate	animate	animate	given	bathroom	bathroom	inanimate	OWN	Y	Y	-2.045757491	1	1	71	1960
bk13.0103.02	Brown	K13	103	General Fiction	of	the side of the tub	the tub	tub	common	N	inanimate	inanimate	inanimate	given	the side	side	inanimate	OTH	N	Y	-2.823908741	2	2	71	1960
bk13.0111.01	Brown	K13	111	General Fiction	of	the mystery of the little bag	the little bag	bag	common	N	inanimate	inanimate	inanimate	given	the mystery	mystery	inanimate	OTH	N	N	-2.698970004	3	2	72.83950617	1960
bk14.0002.01	Brown	K14	2	General Fiction	s	Jesus's body	Jesus's	Jesus	proper	Y	animate	animate	animate	given	body	body	inanimate	BOD	Y	N	-2.455931956	1	1	75	1960
bk14.0003.01	Brown	K14	3	General Fiction	s	Mary's sister	Mary's	Mary	proper	N	animate	animate	animate	given	sister	sister	animate	KIN	Y	Y	-2.15490196	1	1	72	1960
bk14.0005.01	Brown	K14	5	General Fiction	s	Mary's last poignant moment	Mary's	Mary	proper	N	animate	animate	animate	given	last poignant moment	moment	inanimate	OTH	N	Y	-2.15490196	1	3	78	1960
bk14.0009.03	Brown	K14	9	General Fiction	s	Christ's body	Christ's	Christ	proper	N	animate	animate	animate	given	body	body	inanimate	BOD	Y	Y	-2.602059991	1	1	74	1960
bk14.0010.02	Brown	K14	10	General Fiction	of	the place of the biblical witnesses	the biblical witnesses	witness	common	Y	animate	animate	animate	given	the place	place	inanimate	OTH	N	Y	-3.301029996	3	2	77	1960
bk14.0014.01	Brown	K14	14	General Fiction	of	the beginning of her journey	her journey	journey	common	N	inanimate	inanimate	inanimate	given	the beginning	beginning	inanimate	OTH	N	N	-3.301029996	2	2	67	1960
bk14.0018.01	Brown	K14	18	General Fiction	s	Jesus' inert body	Jesus'	Jesus	proper	Y	animate	animate	animate	given	inert body	body	inanimate	BOD	Y	N	-2.455931956	1	2	67	1960
bk14.0024.01	Brown	K14	24	General Fiction	of	the remotest corner of his mind	his mind	mind	common	N	inanimate	inanimate	inanimate	given	the remotest corner	corner	inanimate	OTH	N	Y	-2.823908741	2	3	78	1960
bk14.0028.01	Brown	K14	28	General Fiction	of	the middle of their foreheads	their foreheads	foreheads	common	Y	inanimate	inanimate	inanimate	given	the middle	middle	inanimate	OTH	N	N	-3.301029996	2	2	74	1960
bk14.0029.02	Brown	K14	29	General Fiction	of	the anatomy of folds	folds	folds	common	Y	inanimate	inanimate	inanimate	new	the anatomy	anatomy	inanimate	OTH	N	N	-2.823908741	1	2	74	1960
